OrderID,OrderDate,OrderTime,City,CustomerSegment,CuisineType,RestaurantID,RestaurantRating,OrderValue,DeliveryFee,DeliveryTime,DeliveryDistance,CustomerRating,DeliveryPartnerRating,CashPayment,CardPayment,WalletPayment,UPIPayment,DiscountAmount,PromoDiscount,TipAmount,TimePeriod,WeatherCondition,DayOfWeek
5303,2024-09-14,23:44,South Zone,New Customer,Indian,170,,14.46,5.58,27,3.03,3.6,4.7,0,0,0,14.46,0.65,0,0,Night,Stormy,Saturday
5304,2024-09-18,15:12,North Zone,VIP Customer,Chinese,193,4.4,67.37,7.47,45,10.06,4,4.2,0,67.37,0,0,1.78,0.29,1.5,Afternoon,Stormy,Wednesday
5305,2024-09-14,16:21,West Zone,New Customer,Chinese,114,4.2,29.21,6.91,49,7.53,3,3.8,0,29.21,0,0,2.97,0,0,Afternoon,Rainy,Saturday
5306,2024-09-25,11:20,South Zone,New Customer,Fast Food,206,3.3,32.07,2.67,16,1.57,4.9,4.2,0,32.07,0,0,1.86,0,2.71,Morning,Stormy,Wednesday
5307,2024-09-09,14:21,South Zone,New Customer,Italian,172,4.2,30.99,7.1,28,7.15,,4.5,0,30.99,0,0,2.84,0,3.49,Afternoon,Clear,Monday
5308,2024-09-03,21:54,West Zone,New Customer,American,219,3.4,27.71,7.36,43,11.17,3.9,4.9,0,0,27.71,0,3.8,1.16,0,Night,Clear,Tuesday
5309,2024-09-02,9:30,North Zone,Regular Customer,Japanese,223,4.9,32.33,3.01,20,1.7,4.1,3.9,32.33,0,0,0,3.14,0,1.57,Morning,Stormy,Monday
5310,2024-09-23,22:54,North Zone,Regular Customer,American,136,3.1,42.65,4.89,39,5.87,4.4,4,0,0,0,42.65,0.21,0,0,Night,Rainy,Monday
5311,2024-09-20,14:50,North Zone,VIP Customer,Thai,115,4.3,31.1,5.36,22,5.8,4.7,4.3,0,0,31.1,0,3.61,0,0,Afternoon,Clear,Friday
5312,2024-09-18,11:41,West Zone,VIP Customer,Fast Food,158,N/A,74.39,7.98,26,7.8,4,4.3,0,0,74.39,0,1.37,5.05,1.52,Morning,Cloudy,Wednesday
5313,2024-09-20,19:51,North Zone,New Customer,American,123,3.2,32.24,6.37,,4.68,3.6,3.7,32.24,0,0,0,0.99,0.07,0,Evening,Stormy,Friday
5314,2024-09-14,12:30,East Zone,Regular Customer,American,106,3.7,17.2,7.31,81,13.14,3.4,4.5,0,0,17.2,0,2.03,0,0,Afternoon,Rainy,Saturday
5315,2024-09-22,22:29,East Zone,VIP Customer,Indian,179,,37.47,4.36,28,5.89,4,3.7,0,37.47,0,0,5.19,1.07,,Night,Cloudy,Sunday
5316,2024-09-23,12:10,South Zone,New Customer,Italian,182,5,15.03,5.19,20,3.18,4.1,4.2,0,15.03,0,0,2.2,0,0,Afternoon,Stormy,Monday
5317,2024-09-01,20:59,West Zone,New Customer,American,182,3.9,34.19,8.28,36,8.42,3.8,4.9,0,34.19,0,0,5.03,0,0,Evening,Clear,Sunday
5318,2024-09-05,22:21,North Zone,VIP Customer,American,111,3.7,41.94,6.02,24,6.32,,3.8,0,41.94,0,0,3.31,3.22,0,Night,Clear,Thursday
5319,2024-09-03,22:43,North Zone,VIP Customer,Japanese,150,3.3,58.17,6.7,37,7.92,,4.1,0,0,0,58.17,3.25,0,0,Night,Cloudy,Tuesday
5320,2024-09-15,10:13,West Zone,VIP Customer,Japanese,214,4.7,69.31,7.98,,14.57,3.4,3.7,0,0,69.31,0,3.15,3.64,0,Morning,Rainy,Sunday
5321,2024-09-11,10:59,West Zone,New Customer,Italian,205,3.4,12.72,8.49,52,7.2,3.1,4.3,0,0,12.72,0,0.08,1.06,0,Morning,Stormy,Wednesday
5322,2024-09-10,23:35,West Zone,New Customer,Italian,101,4.8,16.1,8.73,37,9.79,3.9,4.2,0,16.1,0,0,1.66,0,,Night,Cloudy,Tuesday
5323,2024-09-04,16:31,North Zone,VIP Customer,Thai,249,3.7,72.76,8.17,58,9.61,3.6,3.5,0,0,0,72.76,2.83,0,0,Afternoon,Stormy,Wednesday
5324,2024-09-05,18:29,South Zone,Regular Customer,Indian,114,4.3,29.68,7.75,48,13.73,2.6,3.8,0,0,29.68,0,2.8,1.78,0,Evening,Cloudy,Thursday
5325,2024-09-06,18:55,East Zone,VIP Customer,Mexican,170,3.7,54.39,3.93,21,5.6,---,4,0,0,54.39,0,7.43,0,0,Evening,Clear,Friday
5326,2024-09-08,14:50,North Zone,Regular Customer,American,120,4.8,47.32,7.59,38,7.45,4.1,4.6,47.32,0,0,0,2.43,0.14,1.28,Afternoon,Rainy,Sunday
5327,2024-09-28,12:44,South Zone,Regular Customer,Indian,154,4.5,29.87,6.89,35,11.56,3.5,3.7,0,29.87,0,0,3.55,0,0,Afternoon,Clear,Saturday
5328,2024-09-02,23:07,East Zone,New Customer,Chinese,178,4.3,29.12,7.22,59,13.84,2.5,3.7,29.12,0,0,0,3.26,0,0,Night,Clear,Monday
5329,2024-09-19,19:22,South Zone,VIP Customer,Fast Food,230,3.3,70.08,8.35,,11.57,3.6,3.5,70.08,0,0,0,7.62,6.45,0,Evening,Clear,Thursday
5330,2024-09-28,23:23,South Zone,Regular Customer,Chinese,147,3.2,29.84,7.93,54,7.96,2.7,3.7,0,0,29.84,0,3.41,1.66,0,Night,Stormy,Saturday
5331,2024-09-02,10:20,West Zone,New Customer,Japanese,173,3.4,26.55,7.29,46,12.7,2.6,4.8,0,0,0,26.55,1.89,0.48,0,Morning,Cloudy,Monday
5332,2024-09-22,23:43,North Zone,Regular Customer,American,234,3.1,20.02,5.27,20,6.31,5,4,20.02,0,0,0,1.79,0.25,3.04,Night,Clear,Sunday
5333,2024-09-09,16:48,West Zone,Regular Customer,American,204,4.3,20.16,6.93,29,7.09,3.6,3.6,0,0,0,20.16,0.16,0,0,Afternoon,Cloudy,Monday
5334,2024-09-22,8:11,West Zone,VIP Customer,Thai,140,3.4,66.81,8.32,42,10.09,3.5,4.2,0,0,66.81,0,2.62,0,0,Morning,Clear,Sunday
5335,2024-09-28,8:48,North Zone,Regular Customer,Chinese,199,4.7,44.85,3.61,31,6.92,3.8,4.6,0,0,0,44.85,3.31,0,0,Morning,Cloudy,Saturday
5336,2024-09-23,20:31,North Zone,VIP Customer,American,242,4.9,55.92,1.61,25,2.77,4.1,4,0,0,0,55.92,8.2,0,,Evening,Stormy,Monday
5337,2024-09-02,12:53,East Zone,Regular Customer,Italian,188,3.5,29.99,7.94,39,14.88,4.1,4.4,0,0,0,29.99,4.1,0,0,Afternoon,Clear,Monday
5338,2024-09-11,13:01,East Zone,New Customer,American,209,3.8,8.55,6.58,33,7.31,4.1,4.7,0,0,0,8.55,0.13,0.29,3.18,Afternoon,Cloudy,Wednesday
5339,2024-09-11,13:39,East Zone,Regular Customer,Japanese,152,3.8,44.41,7.51,31,8.27,3.7,4.6,0,0,0,44.41,0.61,0.42,,Afternoon,Clear,Wednesday
5340,2024-09-11,16:04,West Zone,Regular Customer,Fast Food,189,3.8,32.66,5.49,23,4.85,,4.2,32.66,0,0,0,3.74,0,0,Afternoon,Cloudy,Wednesday
5341,2024-09-23,13:36,West Zone,New Customer,American,169,4.5,22.1,3.94,28,5.78,4.3,4.1,0,0,0,22.1,2.85,1.4,1.43,Afternoon,Clear,Monday
5342,2024-09-10,13:16,South Zone,Regular Customer,Fast Food,130,3.8,15.97,7.59,57,12.06,3.9,3.8,0,15.97,0,0,0.65,0,0,Afternoon,Rainy,Tuesday
5343,2024-09-26,16:42,South Zone,VIP Customer,Italian,225,4.8,72.28,2.7,17,1.72,4.7,4.8,72.28,0,0,0,4.3,6.09,3.42,Afternoon,Clear,Thursday
5344,2024-09-19,11:33,East Zone,Regular Customer,Chinese,161,4.9,26.53,7.86,39,8.97,3.7,3.7,26.53,0,0,0,0.85,0,0,Morning,Cloudy,Thursday
5345,2024-09-14,16:55,North Zone,Regular Customer,Thai,129,N/A,31.62,4.33,30,4.07,4.2,4.7,0,0,31.62,0,0.1,1.92,2.82,Afternoon,Stormy,Saturday
5346,2024-09-02,15:16,West Zone,Regular Customer,Thai,132,3.6,28.6,7.88,99999,13.69,3.9,4.6,0,28.6,0,0,1.28,0.46,0,Afternoon,Stormy,Monday
5347,2024-09-15,18:56,West Zone,New Customer,Mexican,121,4.6,27.9,7.66,,13.93,3.5,4.3,0,0,0,27.9,1.47,2.27,0,Evening,Stormy,Sunday
5348,2024-09-24,18:29,North Zone,New Customer,Indian,214,3.5,18.82,7.6,27,9.61,4.2,4.7,0,18.82,0,0,1.83,0,1.94,Evening,Clear,Tuesday
5349,2024-09-11,22:30,South Zone,Regular Customer,Indian,184,3.4,17.95,4.68,34,5.83,4.4,4.9,0,0,17.95,0,1.74,1.63,1.19,Night,Rainy,Wednesday
5350,2024-09-23,13:03,West Zone,VIP Customer,Japanese,167,3.9,77.69,2.63,19,2.97,4.9,4.2,0,77.69,0,0,7.85,0,1.17,Afternoon,Clear,Monday
5351,2024-09-28,16:18,West Zone,Regular Customer,Indian,211,4.6,49.83,5.53,27,4.6,3.5,5,0,49.83,0,0,1.76,0,0,Afternoon,Rainy,Saturday
5352,2024-09-08,19:37,West Zone,New Customer,Italian,221,4.5,34.31,4.14,28,6.26,3.8,3.6,0,34.31,0,0,0.3,0,0,Evening,Cloudy,Sunday
5353,2024-09-08,23:58,East Zone,VIP Customer,Italian,102,3.1,41.64,4.61,52,6.22,2.8,3.8,0,0,41.64,0,3.08,0,0,Night,Stormy,Sunday
5354,2024-09-15,12:05,East Zone,VIP Customer,Japanese,137,4.5,42.23,8.25,66,14.69,3.9,3.9,0,0,42.23,0,5.55,3.22,0,Afternoon,Clear,Sunday
5355,2024-09-09,18:27,South Zone,Regular Customer,American,139,4.4,21.61,1.87,10,1.29,4.4,5,0,0,0,21.61,3.01,0,0,Evening,Clear,Monday
5356,2024-09-23,23:29,West Zone,New Customer,Indian,132,4.1,13.5,6,25,4.62,,3.8,0,0,13.5,0,2.02,0,1.13,Night,Clear,Monday
5357,2024-09-30,10:15,West Zone,VIP Customer,Chinese,185,4.7,62.47,7.88,38,10.37,3.7,3.6,62.47,0,0,0,7.78,2.84,0,Morning,Cloudy,Monday
5358,2024-09-09,8:21,North Zone,VIP Customer,American,184,4.1,72.48,7.49,62,12.12,3.4,3.6,0,72.48,0,0,2.77,0,0,Morning,Rainy,Monday
5359,2024-09-25,20:05,North Zone,New Customer,Indian,200,4.5,25.47,7.04,48,14.34,3.9,4.9,0,0,0,25.47,2.31,0,0,Evening,Cloudy,Wednesday
5360,2024-09-04,19:32,South Zone,Regular Customer,American,200,3.4,34.71,5.77,38,6.63,4.1,3.6,0,0,0,34.71,2.67,2.35,3,Evening,Cloudy,Wednesday
5361,2024-09-30,23:33,North Zone,Regular Customer,American,212,4,25.51,8.9,69,14.77,2.9,3.6,25.51,0,0,0,0.29,0,0,Night,Stormy,Monday
5362,2024-09-04,21:26,North Zone,Regular Customer,Mexican,191,,41.9,2.98,9,0.74,4,4.1,0,0,41.9,0,4.43,0,3.15,Night,Clear,Wednesday
5363,2024-09-15,16:21,South Zone,New Customer,Indian,121,4,19.71,2.29,16,0.76,4.7,4.8,0,0,19.71,0,2.86,0.96,3.91,Afternoon,Clear,Sunday
5364,2024-09-12,20:51,East Zone,New Customer,Indian,135,4,11.02,3.44,11,0.73,4.1,3.9,11.02,0,0,0,1.39,0.59,0,Evening,Rainy,Thursday
5365,2024-09-25,22:09,West Zone,Regular Customer,Italian,130,4.2,40.86,4.96,30,6.96,3.7,4.4,0,40.86,0,0,5.11,0,0,Night,Rainy,Wednesday
5366,2024-09-01,11:40,West Zone,Regular Customer,American,249,4.8,32.06,8.57,39,7.55,4.4,3.8,0,0,32.06,0,0.29,0,2.44,Morning,Clear,Sunday
5367,2024-09-09,21:56,West Zone,New Customer,American,189,4,8.56,4.08,28,4.68,4.1,4.5,0,0,0,8.56,1.18,0.61,3.59,Night,Stormy,Monday
5368,2024-09-24,20:26,East Zone,Regular Customer,Indian,154,4.6,38.35,1.9,13,2.37,4.9,4.2,0,0,38.35,0,1.35,0,1.76,Evening,Clear,Tuesday
5369,2024-09-09,19:43,South Zone,New Customer,Italian,117,4.6,11.08,5.19,28,3.79,,4.7,0,0,11.08,0,0.93,0.95,2.62,Evening,Stormy,Monday
5370,2024-09-04,9:59,West Zone,Regular Customer,Chinese,128,,32.76,1.74,17,2.92,4.3,4.2,32.76,0,0,0,2.49,0.33,1.67,Morning,Clear,Wednesday
5371,2024-09-05,11:54,South Zone,Regular Customer,Japanese,102,3.7,26.95,6.8,,7.82,3.5,3.7,0,26.95,0,0,3.05,0,0,Morning,Stormy,Thursday
5372,2024-09-08,12:51,West Zone,Regular Customer,Japanese,218,3.2,30.49,9.01,,11.67,3,5,0,0,30.49,0,0.75,0,0,Afternoon,Clear,Sunday
5373,2024-09-25,9:42,South Zone,VIP Customer,Italian,234,4.8,47.11,8.44,53,10.37,2.5,3.9,0,0,47.11,0,3.73,3.3,,Morning,Stormy,Wednesday
5374,2024-09-15,14:56,West Zone,VIP Customer,Thai,204,4,29.64,7.86,35,8.29,4,3.8,0,29.64,0,0,2.27,0,0,Afternoon,Cloudy,Sunday
5375,2024-09-21,13:01,North Zone,VIP Customer,Mexican,162,4,79.28,1.62,24,2.1,4.1,4.6,0,0,79.28,0,11.19,0,5.43,Afternoon,Stormy,Saturday
5376,2024-09-01,22:21,South Zone,VIP Customer,Fast Food,190,4,61.68,8.5,39,12.32,3.7,4,0,0,61.68,0,5.39,2.23,0,Night,Cloudy,Sunday
5377,2024-09-04,12:45,West Zone,Regular Customer,Chinese,124,3.8,46.1,8.06,45,7.41,3.3,4.7,46.1,0,0,0,6.03,0,0,Afternoon,Stormy,Wednesday
5378,2024-09-21,21:28,West Zone,VIP Customer,Japanese,142,3.2,51.66,9.89,41,7.14,2.8,4.2,0,51.66,0,0,5.78,1.91,0,Night,Rainy,Saturday
5379,2024-09-04,21:07,North Zone,Regular Customer,Mexican,111,3.3,28,7.56,51,14.87,3.4,3.6,0,28,0,0,3.76,0.6,0,Night,Clear,Wednesday
5380,2024-09-27,23:00,North Zone,VIP Customer,Thai,118,4,51.46,4.86,32,4.99,4.2,4.4,51.46,0,0,0,5.88,0,2.07,Night,Stormy,Friday
5381,2024-09-15,12:55,East Zone,New Customer,Japanese,200,4.3,17.15,2.84,14,1.16,4.9,4.6,0,17.15,0,0,1.47,1.21,0.93,Afternoon,Stormy,Sunday
5382,2024-09-18,10:12,North Zone,VIP Customer,Fast Food,222,3.5,61.2,9.87,28,8.21,4.2,4.8,61.2,0,0,0,4.08,3.71,4.41,Morning,Clear,Wednesday
5383,2024-09-02,23:55,North Zone,Regular Customer,Japanese,147,4.1,45.09,4.27,17,5.1,4.3,3.8,0,0,0,45.09,5.2,0,2.88,Night,Clear,Monday
5384,2024-09-02,18:11,North Zone,VIP Customer,Italian,177,3.1,42.6,4.47,23,6.49,4.2,4.4,0,0,0,42.6,1.51,0,3.82,Evening,Clear,Monday
5385,2024-09-09,9:20,West Zone,VIP Customer,Japanese,117,4.4,47.41,6.16,23,3.89,4.2,4.3,0,0,0,47.41,5.58,0,0.79,Morning,Clear,Monday
5386,2024-09-21,14:50,South Zone,Regular Customer,Indian,163,4.9,16.46,9.86,99999,12.28,2.5,4.9,0,0,0,16.46,1.19,0,0,Afternoon,Stormy,Saturday
5387,2024-09-27,20:22,South Zone,VIP Customer,Mexican,112,5,41.54,3.87,27,6.23,4.4,3.8,0,41.54,0,0,3.15,3.67,2.72,Evening,Clear,Friday
5388,2024-09-25,22:17,South Zone,VIP Customer,Thai,188,4.2,77.74,6.24,24,5.26,4,3.5,0,77.74,0,0,2.02,0,2.21,Night,Stormy,Wednesday
5389,2024-09-13,10:50,North Zone,VIP Customer,Italian,214,3.2,78.46,5.3,21,5.96,4.4,3.8,78.46,0,0,0,0.11,5.95,2.98,Morning,Cloudy,Friday
5390,2024-09-07,10:52,East Zone,VIP Customer,Fast Food,160,,27.02,8.96,29,7.65,4.3,4.1,0,0,0,27.02,3.53,0,,Morning,Cloudy,Saturday
5391,2024-09-22,13:04,South Zone,VIP Customer,Chinese,133,5,73.46,7.46,58,11.07,3.5,4.3,0,0,73.46,0,2.79,0,0,Afternoon,Rainy,Sunday
5392,2024-09-15,8:27,North Zone,Regular Customer,Japanese,205,3.1,38.81,7.77,33,7.27,4.4,4.3,0,0,38.81,0,1.84,0,0,Morning,Clear,Sunday
5393,2024-09-29,8:47,South Zone,VIP Customer,Japanese,120,3.9,34.05,5.38,99999,5.01,3.5,4.7,0,34.05,0,0,4.78,0.84,4.84,Morning,Rainy,Sunday
5394,2024-09-11,9:52,East Zone,VIP Customer,Fast Food,119,,59.39,6.8,23,8.89,4.9,4.5,0,0,0,59.39,6.97,0,6.81,Morning,Clear,Wednesday
5395,2024-09-02,17:39,West Zone,New Customer,Chinese,115,4.6,30.95,5.35,31,6.32,4.1,4.2,30.95,0,0,0,2.16,0,0.85,Evening,Cloudy,Monday
5396,2024-09-21,8:29,East Zone,VIP Customer,Fast Food,128,3.3,57.73,3.08,17,1.48,4.5,4,57.73,0,0,0,4.17,1.07,,Morning,Clear,Saturday
5397,2024-09-02,9:08,East Zone,VIP Customer,Japanese,232,3.7,57.1,7.01,38,8.35,3.9,3.5,0,0,57.1,0,5.02,0.33,0,Morning,Cloudy,Monday
5398,2024-09-17,9:27,East Zone,New Customer,Fast Food,152,,13.11,8.92,31,7.4,4.1,4,13.11,0,0,0,0.59,0,0,Morning,Cloudy,Tuesday
5399,2024-09-29,9:31,South Zone,New Customer,Fast Food,159,3.4,14.45,9.83,49,11.15,2.8,5,0,0,0,14.45,0.79,0,0,Morning,Rainy,Sunday
5400,2024-09-01,11:09,East Zone,Regular Customer,Fast Food,250,4.4,49.14,4.35,17,3.39,4.3,4.3,0,0,49.14,0,1.32,0,3.69,Morning,Clear,Sunday
5401,2024-09-01,12:24,North Zone,Regular Customer,Fast Food,179,4.8,27.94,4.01,37,5.9,4.4,3.6,0,0,0,27.94,0.61,2.22,0,Afternoon,Rainy,Sunday
5402,2024-09-13,19:20,West Zone,VIP Customer,Fast Food,112,4.7,68.43,3.66,25,5.25,,4.8,0,68.43,0,0,2.15,0,4.82,Evening,Cloudy,Friday
5403,2024-09-22,10:10,West Zone,VIP Customer,Thai,228,3.9,42.7,5.58,38,5.92,4.1,4.5,0,0,0,42.7,5.06,0.88,7.37,Morning,Rainy,Sunday
5404,2024-09-15,15:25,South Zone,Regular Customer,Japanese,197,3.7,23.91,3,17,1.73,4.6,4.2,0,23.91,0,0,2.23,0,1.93,Afternoon,Cloudy,Sunday
5405,2024-09-26,23:20,East Zone,Regular Customer,Italian,146,4,24.3,3.3,18,1.6,4.6,4.7,0,0,0,24.3,3.38,0,0,Night,Rainy,Thursday
5406,2024-09-02,14:21,South Zone,VIP Customer,Thai,165,4.8,35.49,6.98,47,9.26,2.5,3.9,0,0,35.49,0,4.38,1.43,0,Afternoon,Cloudy,Monday
5407,2024-09-13,8:30,South Zone,Regular Customer,Fast Food,159,3.7,23.18,8.43,54,9.01,2.6,4.8,0,23.18,0,0,1.49,0.97,0,Morning,Stormy,Friday
5408,2024-09-15,22:54,North Zone,Regular Customer,Indian,248,3.5,48.02,3.12,12,0.64,4.4,4.6,0,48.02,0,0,5.49,1.44,2.49,Night,Cloudy,Sunday
5409,2024-09-02,12:09,East Zone,VIP Customer,Japanese,198,4.3,28.5,4.92,37,6.1,3.8,3.8,0,28.5,0,0,2.89,0,0,Afternoon,Stormy,Monday
5410,2024-09-27,23:01,South Zone,New Customer,Chinese,199,3,14.29,6.74,40,10.06,,4.9,0,0,14.29,0,0.84,0.18,0,Night,Rainy,Friday
5411,2024-09-14,23:47,North Zone,Regular Customer,Fast Food,134,4.2,30.13,8.16,43,10.79,3.3,4.5,0,30.13,0,0,1.24,0,0,Night,Cloudy,Saturday
5412,2024-09-05,22:04,West Zone,VIP Customer,Fast Food,235,,50.31,9.08,,8.85,3.8,4.7,0,0,50.31,0,2.95,4.28,4.49,Night,Stormy,Thursday
5413,2024-09-06,21:29,West Zone,VIP Customer,Indian,246,4.1,63.43,3.27,19,1.13,4.7,3.6,63.43,0,0,0,6.91,5.76,,Night,Stormy,Friday
5414,2024-09-04,19:04,North Zone,VIP Customer,Thai,205,4.5,38.9,8.12,36,7.84,3.9,4.6,0,0,0,38.9,4.99,0,,Evening,Rainy,Wednesday
5415,2024-09-04,12:20,West Zone,Regular Customer,American,118,3.3,39.98,4.91,29,6.85,3.5,3.7,39.98,0,0,0,1.76,0,0,Afternoon,Rainy,Wednesday
5416,2024-09-13,13:04,North Zone,VIP Customer,Mexican,140,4.4,34.79,9.62,45,10.86,3.8,4.7,0,0,0,34.79,3.35,3.12,4.34,Afternoon,Cloudy,Friday
5417,2024-09-10,22:03,North Zone,New Customer,Japanese,152,3.7,32.54,3.55,11,3.4,4.2,4.5,0,32.54,0,0,1.08,2.59,1.09,Night,Cloudy,Tuesday
5418,2024-09-06,9:26,North Zone,Regular Customer,Thai,244,3.7,47.7,4.78,25,6.23,3.7,4.1,0,47.7,0,0,2.26,0,0,Morning,Rainy,Friday
5419,2024-09-15,15:04,East Zone,VIP Customer,Thai,112,4.6,47.61,8.25,73,11.63,3.9,4.4,47.61,0,0,0,1.8,0,0,Afternoon,Rainy,Sunday
5420,2024-09-11,20:43,South Zone,Regular Customer,Indian,182,4.5,26.73,8.55,40,9.32,3.3,4.6,0,0,0,26.73,0.05,0,0,Evening,Clear,Wednesday
5421,2024-09-25,11:19,South Zone,VIP Customer,Japanese,163,,32.57,7.21,36,7.73,4.4,4.4,32.57,0,0,0,4.62,1.07,0,Morning,Clear,Wednesday
5422,2024-09-21,9:33,West Zone,VIP Customer,Mexican,107,4.6,43.85,3.66,21,3.48,4.7,3.8,0,43.85,0,0,5.74,0,0,Morning,Cloudy,Saturday
5423,2024-09-21,8:04,West Zone,New Customer,Fast Food,114,3.5,11.39,5.15,22,3.02,4.1,4.6,0,11.39,0,0,0.53,0.28,,Morning,Rainy,Saturday
5424,2024-09-08,17:18,West Zone,VIP Customer,Fast Food,170,4,77.31,4.63,99999,5.71,4.2,4.6,0,0,0,77.31,9.5,0.15,4.29,Evening,Clear,Sunday
5425,2024-09-28,10:48,East Zone,VIP Customer,Indian,242,3.1,45.92,4.35,27,4.93,3.6,4.2,0,45.92,0,0,1.07,0,0,Morning,Cloudy,Saturday
5426,2024-09-01,19:31,West Zone,Regular Customer,Japanese,196,3.8,25.77,6.75,95,14.82,3.3,3.8,0,0,0,25.77,1.69,0,0,Evening,Stormy,Sunday
5427,2024-09-30,19:32,West Zone,VIP Customer,Thai,115,4.4,65.46,3.6,38,4.01,3.5,4.5,0,0,0,65.46,1.45,6.18,2.88,Evening,Stormy,Monday
5428,2024-09-08,13:00,North Zone,New Customer,Japanese,202,4.9,31.65,2.35,25,2.9,4.2,4.1,31.65,0,0,0,1.46,0,3.05,Afternoon,Rainy,Sunday
5429,2024-09-03,11:40,East Zone,New Customer,Mexican,154,4,8.17,2.48,17,2.94,4.7,4.6,0,0,0,8.17,0.21,0,1.19,Morning,Cloudy,Tuesday
5430,2024-09-06,11:28,South Zone,New Customer,Fast Food,116,3.2,15,7.93,71,13.58,3.5,3.6,0,15,0,0,0.19,0,0,Morning,Rainy,Friday
5431,2024-09-03,18:01,South Zone,Regular Customer,American,126,3.2,24.31,8.83,56,14.35,3.3,3.5,24.31,0,0,0,2.2,1.85,0,Evening,Clear,Tuesday
5432,2024-09-30,23:30,East Zone,VIP Customer,Japanese,187,4.2,79.97,9.79,52,12.34,4,4.8,0,0,79.97,0,9.67,0,7.22,Night,Cloudy,Monday
5433,2024-09-13,12:01,North Zone,VIP Customer,Mexican,164,,59.01,8.16,53,10.05,3.5,4.9,0,0,59.01,0,2.85,5.15,7.82,Afternoon,Stormy,Friday
5434,2024-09-24,18:43,West Zone,New Customer,American,203,4.5,19.55,9.76,61,14.01,2.9,3.8,19.55,0,0,0,0.42,0,0,Evening,Cloudy,Tuesday
5435,2024-09-19,9:08,West Zone,New Customer,Mexican,241,3.4,32.2,8.19,65,14.35,3.6,4.5,0,0,0,32.2,0.43,0,0,Morning,Rainy,Thursday
5436,2024-09-23,8:10,East Zone,Regular Customer,Mexican,157,4.5,48.3,8.83,77,10.22,2.6,4.5,0,0,48.3,0,6.32,3.7,0,Morning,Stormy,Monday
5437,2024-09-20,10:41,East Zone,Regular Customer,Japanese,244,4.9,22.82,1.68,20,2.18,4.7,3.7,0,0,0,22.82,1.26,2.18,0.51,Morning,Rainy,Friday
5438,2024-09-02,14:54,West Zone,Regular Customer,Thai,194,4.7,18.73,3.2,11,0.63,4.5,4.2,0,18.73,0,0,1.69,0,3.3,Afternoon,Rainy,Monday
5439,2024-09-23,9:38,East Zone,Regular Customer,Chinese,171,3.3,32.33,7.82,65,10.71,3.6,4.8,0,0,0,32.33,4.53,0,0,Morning,Rainy,Monday
5440,2024-09-24,9:59,South Zone,Regular Customer,Japanese,177,3.8,34.18,5.53,,5.39,4,3.9,0,34.18,0,0,3.57,0,1.88,Morning,Clear,Tuesday
5441,2024-09-05,18:48,North Zone,VIP Customer,Mexican,218,4.5,49.3,9.64,31,7.5,3.5,4.6,0,49.3,0,0,4.26,4.87,2.89,Evening,Rainy,Thursday
5442,2024-09-14,13:59,North Zone,New Customer,Thai,222,4.3,11.17,7.68,29,7.97,N/A,3.6,0,11.17,0,0,0.4,0,0,Afternoon,Clear,Saturday
5443,2024-09-23,13:41,West Zone,VIP Customer,Chinese,219,4,59.78,3.53,21,6.95,4.7,4.3,0,0,0,59.78,0.21,0,1.46,Afternoon,Cloudy,Monday
5444,2024-09-24,11:50,South Zone,Regular Customer,American,212,,18.48,3.32,13,1.42,4.7,4.1,0,0,18.48,0,2.27,0.98,0,Morning,Rainy,Tuesday
5445,2024-09-27,11:48,South Zone,VIP Customer,Chinese,147,,55.51,6.93,35,12.11,3.6,3.9,0,55.51,0,0,6.27,0,0,Morning,Clear,Friday
5446,2024-09-04,17:23,South Zone,Regular Customer,Italian,164,3.3,48.12,9.24,38,8.03,4,4,0,0,48.12,0,6.57,2.92,2.91,Evening,Clear,Wednesday
5447,2024-09-22,9:15,North Zone,New Customer,Indian,177,3.8,24.26,4.58,24,3.63,4.5,3.9,0,24.26,0,0,2.36,0,3.81,Morning,Rainy,Sunday
5448,2024-09-22,21:44,South Zone,VIP Customer,Fast Food,119,3.8,64.29,8.77,41,8.67,2.7,5,0,0,64.29,0,4.18,0,5.62,Night,Rainy,Sunday
5449,2024-09-03,16:07,North Zone,VIP Customer,Japanese,117,3.5,44.96,4.32,27,5.34,3.6,5,0,0,44.96,0,1.5,3.52,2.74,Afternoon,Clear,Tuesday
5450,2024-09-17,17:37,West Zone,New Customer,Thai,247,3.4,24.4,7.1,63,13.5,3.7,4.5,0,0,24.4,0,2.89,0,0,Evening,Cloudy,Tuesday
5451,2024-09-29,20:30,South Zone,Regular Customer,Italian,232,4.9,19.99,7.44,58,8.73,3.6,3.9,0,19.99,0,0,1.83,0.37,0,Evening,Rainy,Sunday
5452,2024-09-12,22:32,East Zone,Regular Customer,Japanese,234,4.3,37.25,2.11,12,1.76,4.1,3.9,0,37.25,0,0,0.52,0,0,Night,Cloudy,Thursday
5453,2024-09-10,23:51,North Zone,Regular Customer,Indian,223,4.4,29.19,9.69,43,9.44,3.6,3.9,0,0,0,29.19,3.24,2.4,0,Night,Clear,Tuesday
5454,2024-09-29,9:38,West Zone,New Customer,Fast Food,145,3.3,30.66,9.83,33,7.95,4.5,4,30.66,0,0,0,3.12,2.61,1.52,Morning,Cloudy,Sunday
